conversation_id,customer_message,intent
646958,HEY @115858 WHY DONT YOU CREATE A NEW SOFTWARE UPDATE THAT DOESNT MAKE ME LOOK LIKE IM TRYING TO SPEAK IN CREEPY SYMBOLS WHEN I JUST WANT TO TYPE THE LETTER I OR WHEN I TYPE THE WORD IT INSTEAD OF FIXING IPHONE X STUFF FIRST. THANKS.,Keyboard
1989949,"hi apple, I have 2 Apple id's. How do I change Apple ID accounts on the Apple Watch app and will I lose connection to watch",Apple ID
1352266,Placed order but noticed the shipping address was wrong. Order status went from placed to preparing to ship” need to cancel!,Other
1811675,"NO APPS running all day....been off the charger since 1pm, and almost HALF my battery is gone?!? @115858 #iOS11 is GARBAGE! Don’t update 🆘 [URL]",Battery
2549111,I have to Down load these same songs everyday some reason there not staying in iTunes why is that @118721 [URL],Apps & Storage
519252,"iPhone 6S going to black screen with loading wheel, then to lock screen on a loop. Phone unusable. Need a fix ASAP",Screen & Camera
403085,My phone keeps crashing! It especially is happening constantly after updating my phone. It’s fishy that it’s present after the,Phone Performance
2433688,@115858 Bluetooth in Range Rover Evoque has constant interference since IOS 11.0.03 on iPhone 6. Please help. Phone also lags,Sound & Bluetooth
829582,".@AppleSupport any reason why my phone keeps overheating, freezing and the battery doesn’t last since the update? had no problems before!",Battery
554790,Why does my phone keep restarting like every five minutes @AppleSupport,Phone Performance
338612,iPhone7-phone rings thru speakers when earbuds plugged in Lightning port. How do I set to ring in earb instead of speaker?,Sound & Bluetooth
181455,Just bought new @AppleSupport #iPhone8Plus and keeps restarting unexpectedly. Very discouraged!,Phone Performance
717699,I swear I’m not liking how low both my speakers are @AppleSupport 😠,Sound & Bluetooth
853006,"why does my phone keep connecting to WiFi and Bluetooth randomly? If I wanted to turn it on, I would. iOS 11 problems! 😤",Sound & Bluetooth
2289294,Why the heck does autocorrect turn “ i “ to this... @AppleSupport [URL],Keyboard
2105909,hey guys can you please explain to me why I can barely type the letter “I” on my brand new and super expensive iPhone? [URL],Keyboard
1783200,There is literally no one at @115858 that uses the iPad split keyboard. It’s now literally impossible to type a question mark. WTF,Keyboard
2139891,@115858 needs to release an update to fix this fucking I️ glitch like fucking yesterday. I’m so fucking annoyed rn,Keyboard
2020178,what’s up with all this iOS 11.1 why do people see these boxes with question marks and a capital A when we type the letter I,Keyboard
2046050,Ever since I updated my iPhone the Bluetooth won’t stay connected. My phone stays being trash.,Sound & Bluetooth
1818739,Your dumbest iOs update is killing my battery. What the hell? Is this all you can do? @115858 @AppleSupport,Battery
1715633,Apple iPhone 8 Bluetooth’s keeps crashing BMW’s Connected Drive. @115858 @4792,Sound & Bluetooth
897695,So is my phone the only one that’s trippin rn? Cuz lately after the updates I can’t hear phone calls and my phone freezes. Yo @115858 fix it.,Phone Performance
2112792,@115858 please fix the damn keyboard like enough is enough the world needs you,Keyboard
2984882,"DYK switching off Bluetooth and Wifi in #iOS11’s control panel doesn’t actually switch it off?! @115858, why sabotage your own brand? [URL]",Sound & Bluetooth
1354529,Why my Itunes (latest version you updated) doesn't now detect my ipods?! I'M REALLY TIRED OF YOUR PROBLEMS!,Apps & Storage
1882259,"@58733 who do I connect with, the battery in my phone swelled up and dismounted the back casing @115858 @AppleSupport [URL]",Battery
286888,@115858 the new update will not let me sign into my Apple ID. Please help!,Apple ID
1579738,why am I asked to upgrade iCloud storage when trying to turn iCloud photo library when my photos are already in iCloud? [URL],Apps & Storage
1995497,Wow I am getting so pissed that I cant type the letter “I” without it autocorrecting to I️ I have to change it every time. @AppleSupport,Keyboard
2284992,My twitter app had to force quit due to the keyboard blocking the location prompt:( #deadmau5 [URL],Keyboard
627904,I am trying to reset my security questions and it is not allowing me to. I am now locked out of iMessage,Apple ID
1998003,@115858 please fix this keyboard bug.,Keyboard
1978681,"@115858 @applesupport There is no damn way, my storage is full. I barely have anything on my phone.",Apps & Storage
554769,"@115858 's inability to fix the constant respring issue today really is telling of what's happening lately. Support and quality has dropped, and that's a shame. Bugs like this should never make it to production, my phone is essentially bricked.",Phone Performance
1636534,@115858 so when y’all gonna fix the I️ ?!!,Keyboard
2152165,"If I trade in my iPhone with Apple, is it possible that I can use the credit/gift card to pay part of the battery replacement fee of my MacBook?",Battery
1750420,@115858 tryna make us upgrade to X by making this i️ glitch but guess what? 👁 will use this 👁 to replace every 👁 that 👁 use. #FixitJesus,Keyboard
2179514,"Ugh, my iPhone battery dies fast, I think it’s cause of that stupid IOS 11 update😤@AppleSupport @115858",Battery
772194,latest software update has totally knackered #Apple Music! Keeps crashing! #PissPoorTesting,Apps & Storage
553481,"Hi, my i6 battery that I replaced in June is once again used … help ?",Battery
753575,"Bjr @AppleSupport @115858 J’aimerais savoir pkoi mon iPhone 6, depuis la mise a jour 11.0.1 active automatiquement le wifi et le Bluetooth ?",Sound & Bluetooth
518339,What is wrong with you!!! @115858 @118936 @116333 Do Something!!! 😣😟 #iPhone7Plus #ios1112 #blacksaturday #faithnomore #respring [URL],Phone Performance
2009656,all of my photos and videos have deleted themselves my phone crashed and my whole phone has been wiped 😡😡😡,Phone Performance
1662173,"@115858 please give us control over our phones. I don't want WiFi/Bluetooth to turn on at 5am. Where is the toggle to turn this ""feature"" off? I'd also like the control center to turn off WiFi/Bluetooth rather than to just disconnect it. [URL]",Sound & Bluetooth
2355139,i’m not buying a new iphone @115858 so can u stop all the keyboard glitches you can’t fool me fix yourself.,Keyboard
2018454,My iPhone battery is terrible. Absolutely terrible. It’s only 1 year old. Wtf @115858?! I didn’t spend £799 on a phone to last me a year!?!?!,Battery
1138392,My battery is Super bad why is it draining so much @115858,Battery
1976458,my Beats Studio Wireless ear foams are weather from gym use (from sweat). How do I go about new pieces? Thanks. [URL],Sound & Bluetooth
112830,"my iCloud account was just locked down, & I had to unlock it with my 2 factor code and then change my password. Was it a hacking attempt...?",Apple ID
749754,if my iPhone is connect via Bluetooth to my car is there any way to get turn by turn directions when listening to the radio,Sound & Bluetooth
2322558,hi @AppleSupport my iphone’s touch screen sensitivity is acting way crazy after updating to ios 11.1.1 any quick fix you can suggest? thank you!,Screen & Camera
1560063,I have a 7 bruh there’s supposed to be a two iPhone gap before the “let’s slow down their phone and kill their battery life” stage kicks in.,Battery
1197472,why does my phone randomly play music when I leave the headphones on even after I've stopped playing the music?,Sound & Bluetooth
2050028,"Is this new update a joke? Phone freezing every two minutes, phone turned into an absolute 🐢 @AppleSupport @115858 #iphone7",Phone Performance
1779256,"I don't want to sound ungrateful for what I have, but it's annoying as hell when my @115858 laptop is at low battery after an hour of use",Battery
1623825,I can’t log into my Icloud account on apple devices other than my iphone. Any help?,Apple ID
1648419,I️Just Wanna Know Why TF I️ Cant See My Letter I’s WTFFFFF @115858,Keyboard
553503,"please can you help, my portrait mode has gone from perfect to being like the second picture no matter what the lighting is like? [URL]",Screen & Camera
1887608,@115858 HATE the latest upgrade. It is draining the life out of my battery on both my iPhone and iPad. Please fix.,Battery
2816383,I recently changed my Apple ID and now I don't think my HBO account I got through the Apple Store is working,Apple ID
2977194,Looking for some help. Upgraded phone and now cannot turn Bluetooth on/off. Therefore can’t pair watch/upgrade watch. Watch is now rendered useless.,Sound & Bluetooth
1173949,if I take my MacBook to an Apple Store can y'all instal a flat headphone jack on my lab top somewhere?,Sound & Bluetooth
2172781,can you please tell me why my 7+ almost burned a hole in my pants and why my flashlight or camera doesn’t work now.,Screen & Camera
2857292,"whenever I try to use the calendar in splitview and change dates, it show a blank screen and then go to Feb1962 and then 2000? [URL]",Screen & Camera
2069884,fix iOS 11 killing my battery,Battery
2410259,I have been billed by iTunes on numerous occasions and I have no idea why or what for can someone help,Apps & Storage
2422462,@115858 how do I block a email address with iCloud? I understand adding a new rule but I want the sender to get an error email back to them like they emailed the wrong account. How do I do that? Like block and not just go to my trash? I don’t want to see it.,Apple ID
2615239,why is my facetime not working on my mac??? what could i do to fix it?,Apps & Storage
1712471,I want to know why my Apple ID has been locked for the past 5 months after 3 resets and multiple password changes,Apple ID
2000706,Dear @AppleSupport last week I had to pay for new EarPods because the 1s you gave me broke and now the replacements broke. Seriously WTF?!?,Sound & Bluetooth
2439741,@115858 I can’t deal wit this anymore. I’m tired of my phone always cutting of when it’s not even dead. I’m tired of my phone glitching. I’m tired of my speakers not working at moments and I’ve never dropped my phone in water. C’mon now do better or I’ll switch Bc it’s too much.,Sound & Bluetooth
695373,I hate you @AppleSupport my phone keeps restarting,Phone Performance
2047289,what the heck is wrong with the battery in iOS 11,Battery
629733,"completely ran out of storage on my iPhone 5s, cannot log back in to iTunes to delete. Away from home & get to Genius Bar & no Mac access for 2 weeks. Do I have to wipe it & start again or can it be fixed myself?",Apps & Storage
1186550,"@115858 does a great job to remind an iPhone user to update iOS so that our phones become slow, unresponsive, and app-ocalypse. I’m afraid if I update to next version my Iphone 6 will cease to operate. Anyone else have issues with camera freezing and touch unresponsive?",Screen & Camera
1908188,"since update to iOS 11.0.3 my iPhone SE keeps freezing, turning on apps and battery life is awful. Please help",Battery
2864836,can you do something about my iTunes app crashing every 30 min it’s annoying,Apps & Storage
1516133,Hey @115858 #iOS11 #batterylife sucks! I’m losing 35% battery in the time it takes to do a 4 mile run. #WTF Fix this or I’ll find a new phone,Battery
2581954,yo @AppleSupport if my phone freeze again I will switch to a sidekick,Phone Performance
2269975,I got the new update and now my phone is convinced there’s headphones plugged it. Please help ☹️,Sound & Bluetooth
798837,@115858 How is my battery Dying while its connected to the charger?!!!!!!,Battery
2095617,@115948 why can’t I play any radio stations from iTunes today? @AppleSupport,Apps & Storage
292933,Battery drain iOS 11.0.2. @AppleSupport @116333,Battery
1402923,"After being rinsed off, my S2 Nike AW speaker gets distorted for hours. Using water mode doesn’t help. Ideas?",Sound & Bluetooth
1448096,Hello @AppleSupport. How do I fix - “There was an error connecting to the Apple ID server” when signing into @118721 ?,Apple ID
31419,#iphoneissues @AppleSupport why is my phone recognizing capital i as an emoji? This is annoying. i can’t write professional emails for work [URL],Keyboard
2060789,@115858 fix this fucking battery life after that shitty update. Wtf,Battery
1473318,Any way for you guys to check my battery health? The battery seems to drain very quickly.,Battery
1849978,My iTunes isn’t allowing me to restore my iPhone as something may be corrupt or not compatible. How do I fix this if I can?,Apps & Storage
2263595,Want to chat about how #iphonex is not connecting to Bluetooth headphones @AppleSupport or how when by all appearances on phone they are connected but no sound?,Sound & Bluetooth
1953798,"my front and back camera isnt working, and neither is the flash and i dont know what to do",Screen & Camera
1773691,I️ really want to know why I️ can’t type the letter I️ @115858 @AppleSupport I’m really fucking annoyed,Keyboard
1647754,Fix this capital I️ bullshit @115858,Keyboard
148286,how do i check the battery health on my iphone 7 plus?,Battery
1895809,@115858 is broken. His comp doesn’t have the Mac App Store so trying to get it from your website but can’t find it at this link. [URL],Apps & Storage
2062112,when can we expect a solution to faster battery drains with ios11 and its successors..?Seems Apple is helpless in this regard!,Battery
2294107,is there a way to check my phone's battery health?,Battery
2117263,can you send me some new headphones mine just broke smh.. it’s terrible not being able to listen to music and cancel people out,Sound & Bluetooth
2900381,I need to reset my security questions and I have to login into an account that I cant login into because I first have to reset my sec. questions which need that I have to be logged in...Grrrrrr!!!!! Shall I publish my apple ID here? I need access to my account!,Apple ID
1857346,Whats wrong with iphone6 OS 11.0.3? Typing one word takes 10 seconds including 5 waiting for something to happen!!! [URL],Keyboard
2903749,updated to 11.1.2 on my 6 Plus. Touchscreen is unresponsive most of the time and will work for a few seconds at a time periodically . It’s unusable.,Screen & Camera
1697368,Yoo WHAT THE FUCK IS UP WITH MY KEYBOARD @115858 @AppleSupport??,Keyboard
228430,"Glad I searched 'iPhone freezing' and saw a million other people are having the same issues. @AppleSupport, [URL]",Phone Performance
2689516,"Lost my phone, try to reset my password, tries to send the instructions to the phone I've lost, then I try with another phone and you don't even send the messages at all??",Apple ID
2609186,"using #ios1103 feels like using a mid spec android phone. Slow, unoptimised, and terrible battery. Fix it honestly?",Battery
2813618,Transferred data to a new iPhone from an encrypted iTunes backup of the old one. Just about the only thing that didn’t make it was the database of my hundreds of Text Replacement entries. Help? Glad to use a 3d party utility. @AppleSupport @107947 @107948 @107949,Apps & Storage
2627791,@115858 can’t access my iCloud account because I’ve changed my number so don’t have access to trusty device for two factor authentication??,Apple ID
2890998,k so I updated my phone to get rid of the “I” malfunction and now my phone is lagging. Coooollll @115858 COOL.,Phone Performance
1220046,"@115858 Please I forgot my security question and answer,tried resetting it but this is what I got in return...can you help me out [URL]",Apple ID
2555225,This is the 4th time I am doing iPhone restore in this week. It automatically restart sometime and get stuck in logo screen. Then I had restore using iTunes again and again. Atleast let me know what is the reason for this. #iPhoneLogoScreenLoop #iPhone,Apps & Storage
1596656,Y’all couldn’t fix the letter “I️” so y’all made it an emoji? I️ hate y’all @TwitterSupport @AppleSupport,Keyboard
1037659,"my camera roll folder shows zero pics all of a sudden, how do I retrieve them back ?? Kindly reply asap",Screen & Camera
1772583,new phone out of box won't update to 11.1... error 3014 comes up in iTunes. Help!,Apps & Storage
752202,why is my phone freezing and running hot after this update?,Phone Performance
2704231,"Help please. Apple Music keeps crashing on my phone. Latest software installed, hard reset done, app deleted and reinstalled.",Apps & Storage
1838272,Having major issues with iOS 11.0.3 update. Phone freezes and turns off multiple times. Considering jumping iPhone ship. Help.,Phone Performance
670607,"with new updates why is it asking for your Appleid more than one time, with new breaches how do we know these are legitimate",Apple ID
46576,"I am from the US but I live in China. Is it possible to have my iPhone/Mac iCloud linked to my Chinese info (bank, address), and separate Apple ID linked to my U.S. info (bank, address)?..Want to keep my iCloud storage in China but use App Store/Apple music from US",Apple ID
1937318,So @115858 I know y’all want us to buy the New IPhone 8 or X but y’all don’t have to keep releasing these bugs to kill my battery on this 7+,Battery
1700809,@115858 you need to fix this issue with typing the letter I!!!,Keyboard
912837,My running has got so much easier thanks to @115858 - now I get 763 extra breaks when I stop to reconnect their shitty new headphones.,Sound & Bluetooth
2286095,"tfw you just want to log in to your apple id so that you can set up your new phone but you cant because two factor authentication keeps sending your codes to the phone that you lost and don't have the number to and @AppleSupport is ""closed"" for the weekend. SOS!!",Apple ID
215822,The new @115858 iOS sucks. Emailing from the phone is now a pain. Charging the battery twice a day is not exciting. What else?,Battery
671339,Hey @AppleSupport iOS 11 is killing my battery. Please fix,Battery
742511,@115858 why does my Bluetooth turn on automatically every day at 5am after upgrading to iOS 11?,Sound & Bluetooth
2177323,after the last update iTunes no longer manage IOS [URL] what do I do about all these apps on the Mac?,Apps & Storage
2949530,@113095 My account has been hacked and has been compromised and the shortage has been documented. Please compensate and investigate the problem you have been exposed to --------------- @118936 @AppleSupport #loudstar #Apple #AppStore [URL],Apps & Storage
2573907,Hey @AppleSupport there’s still that one bug with my flashlight. [URL],Screen & Camera
2401840,"guys, my iCloud storage tells me it’s full, but the numbers don’t add up. 90% of is Documents? What? Where?",Apps & Storage
561794,"what kind of card do I need to get into the app store, not for music. Just for in app purchases?",Apps & Storage
706152,why does the new update make my phone slow and die 100x faster😒,Phone Performance
1172973,"@115858 pls fix your IOS 11. My phone freezes, apps crash constantly and my phone crashes all together. I can’t with this already",Phone Performance
2925647,"Hi, @AppleSupport. Ever since the latest iOS update, my autocorrect keeps changing “we” to “W.E”. How do I stop this?",Keyboard
1398941,my iPhone is slow. Is it WiFi or service provider ... how can I speed it up? I have an iPhone 6 Plus with the current IOS.,Phone Performance
556102,3D touch and multitasking not working in ios 11.2 ?? Any suggestions @AppleSupport @115858,Screen & Camera
2057348,"I bought earpods and they’re not working from the right side, only had them a month. My serial # isn’t showing up on the site",Sound & Bluetooth
2533926,@115858 Why are IPADS having major issues with keyboard.....it’s woeful. 😡😡😡😡,Keyboard
2892006,@115858 i took #iphone7plus recenty and tday it jst slipped from my hand and falled dwn and got my screen cracked. iphone is one of my best phone till nw bt ssly u need to do something for the screen #iphone #iphone7plus,Screen & Camera
2786449,"If I have Apple Music, do I still need iTunes Match?",Apps & Storage
2583218,@115858 how I update my phone to get rid of that ugly ass autocorrect just to have y’all change “it” to “i.t”,Keyboard
2614281,please fix ur damn ass I️ glitch,Keyboard
1679166,@115858 y’all better fix this I️ glitch I️,Keyboard
517082,My phone keeps crashing every two minutes @AppleSupport ???,Phone Performance
1776272,@115858 YO APPLE WHY IS MY KEYBOARD FUCKED IT KEEPS CHANGING MY I️ TO THIS A? [URL],Keyboard
2977503,And the problems continue on my iPhone 6 with the new update 11.0.03 🙄 now it does not show me the keyboard @AppleSupport @115858 [URL],Keyboard
2081620,Is anyone else having issues with their iPhone freezing and acting weird since the most recent update? (11.0.3) @AppleSupport,Phone Performance
1617821,I have the new iPhone X and it appears sound is only coming out of one of the speakers at the bottom. Any tips?,Sound & Bluetooth
2321968,my earphones went THROUGH THE WASHER AND DRYER @AppleSupport does this cover my warranty?,Sound & Bluetooth
1925228,"yeah, was listening to music with my apple EarPods that came with my iPhone 8, and got shocked so bad in my ears!!! Dammit!!",Sound & Bluetooth
2739504,Algum técnico em eletrônicos desta rede social poderia me dizer pq meu celular não conecta com Wifi e Bluetooth se estiver a mais de 03 metros de distância do roteador ou de qualquer outra coisa. Aguardando. Obrigado @AppleSupport @115858,Sound & Bluetooth
2512274,reset my ipad (thats only ever belonged to me) after putting in my icloud and apple ID passwords. Now the activation block is on and won't let me access my ipad? saying that its not connected to the same apple ID i just put the password in to reset it? help,Apple ID
94876,@115858 iOS 11.1.2 is so glitchy! Phone keeps freezing on random apps. Touch is less responsive. I’ve restarted it 3x since yesterday. #iphone #glitchy,Phone Performance
1679169,I am trying to reset it my password and it says my security questions are incorrect which is impossible. Who can I speak to?,Apple ID
2369473,Whenever I screen record something it won’t record internal audio after it’s been saved. I’ve also tried it with the mic on and there’s nothing. I feel like it’s a bug issue with the new update? Any tips on how to fix this?,Sound & Bluetooth
1887004,told AAPL does nt repair iPads out of wty in India. Shd I just throw out my 1.5 yr old Air 2 as it's touch is not responding?,Screen & Camera
703657,@115858 after upgrading my phone my speaker mode no longer works while I am on the phone. Fix this NOW 😠,Sound & Bluetooth
1646675,This is getting ridiculous I️ think A ❔ @AppleSupport now the predictive text? [URL],Keyboard
84223,"@115858 what’s happened to the battery life on my iPhone since the latest software update? Whatever it is, it needs sorting soon...",Battery
2364502,@115858 @14112 camera is very bad blurry I hate it 😡😡😡,Screen & Camera
2476083,For real @AppleSupport the letter I️ is trippin out fam [URL],Keyboard
2346686,My 7 plus iPhone's battery has been dying extremely fast.... does @AppleSupport replace batteries for free...?,Battery
2309045,@115858 thanks so much for fucking up my keyboard i️ can’t even type “i️”,Keyboard
1857913,please can you help me fix autocorrect - when typing ‘is’ it autocorrects to I.S. Not good and very annoying. Tks,Keyboard
1220491,@115858 ce serait génial de faire qq chose pour les gens qui ont téléchargé la mise a jour ios 11 et qui ont leur iphone qui bug mtn,Keyboard
1986902,@115858 @AppleSupport since this bulging #battery if I take it in will you replace? #MacBookPro [URL],Battery
1311465,Experiencing some serious battery degradation issues with iOS 11.0.2 on iPhone 7. @115858 @AppleSupport #ios1102 #iphone7,Battery
885690,in trying to help some old ladies setup update their closeted iPad2 I triggered iPad2 iCloud Activation Lock. As a PC guy I...,Apple ID
637464,"hey not getting the episode chart on itunes Podcasts, tried restarting and updating already, help? [URL]",Apps & Storage
1776812,280 Twitter characters but it’s just the letter I️ @115858 keyboard problem over and over and...,Keyboard
2621282,"Last night my iPhone randomly shut down. Since then its frantically opening apps, switching between screens, typing by itself, disabling my phone (I’m now locked out of it),entering passwords alone & calling random numbers WHAT HAS HAPPENED?ITS FREAKING OUT😶 Any help @115858 @118101",Phone Performance
79997,Dear @AppleSupport I’ve tried to enter my password a few times now and it keeps kicking back to my iPhone. This is really aggravating [URL],Apple ID
1474733,"I can't hear any sound on my phone with earbuds, I think the jack is broken. What should I do? @115858",Sound & Bluetooth
889076,"Ever since I updated my iPhone 7+ , my phone is so laggy and my touch screen trips out on me .@AppleSupport please fix my iPhone and get your bugs situated in the updates!!! I didn’t pay $800 for a piece of shit.",Screen & Camera
514781,"@12172 even though my OG Beats Studio are 5/6 years old, they are starting to show their age! Anything you can do? I need my headphones sorted 💙 #SendHelp",Sound & Bluetooth
1278158,"Hey @115858 , when I go on @123765 my iPod kicks me off my Bluetooth. Why’s that? #FirstWorldProblems",Sound & Bluetooth
1470849,can someone help me with two-factor authentication?,Apple ID
700017,can you tell me why my phone keeps randomly shutting down,Phone Performance
1790405,my app store isn’t letting me download or update apps,Apps & Storage
765461,How do I delete old non-existing #iCloud from my iPad? The pop-up is driving me insane! Password doesnt work. Cant delete it😡,Apple ID
694512,My name is razz chakroborty (+91 705308855) i was using a apple i phone 6S. Yesterday 5.15 to 5.30 pm i lost my Phone so need your Support to find my phone my apple id is __email__ emi id is __credit_card__.i done the FIR. Plz help ME.,Apple ID
2484236,"I have ordered an iPhone x but I want to change the shipping address 'cuse I have some problems with my previous address, so how can I change it? for your notice the payment has done.",Other
2140955,"Excuse you, after the software update the letter I️ “eye” comes out as an A followed by a question mark in a box 🧐🙄",Keyboard
1798549,"Hey @AppleSupport, what’s the point of the WiFi & Bluetooth buttons in the control center if they don’t actually do anything?",Sound & Bluetooth
2690905,can I receive a verification code if I’m roaming ? I’ve been trying to access my iCloud for days now 😒😒,Apple ID
1149715,Our Multinational IT services across 7 European countries cannot sign in to the app store with newly created apple id today.,Apple ID
901584,fix the alarm!!! It no longer rings when I’m silent mode. 🙄🙄🙄🙄🙄 iPhone freezes constantly. Feels like we are on iOS 0.1,Phone Performance
2710482,"new iphone updates has rendered my phone slow, and useless. cheers @115858 always wanted a laggy phone that doesn’t work",Phone Performance
495121,I’m having Bluetooth issues with my iPhone X. Some Bluetooth devices are not discovered. This is in close proximity.,Sound & Bluetooth
1249033,"hi, why do I keep getting this message when trying to sign into app store? [URL]",Apps & Storage
2343815,"@115858 you have officially done it. IPhone 6s freezing, restarting randomly and slow. I officially have a #Samsung which has iTunes. Sort this crap out please. @115858",Apps & Storage
670356,Why does my iPhone keep restarting every 30 seconds @115858 @AppleSupport,Phone Performance
894325,@115858 iOS update 11.0.3 is draining the battery life faster than ever. It’snt making my phone slow and freeze at times,Battery
39619,"since updating to 11.1 this am, sound volume on phone calls (handset) very quite - speaker and Bluetooth works fine - pls help",Sound & Bluetooth
2078115,"Hi, In “Files” (iOS11.0.2) I can access Google Drive or Dropbox over cellular but iCloud Drive doesen’t update or download",Apps & Storage
1147024,@116333 Hello Facebook application is consuming a lot of battery is glad you find a solution for it,Battery
879318,I linked my Movies Anywhere account to iTunes (previously DMA) and my movies aren’t showing up. How long does it take?,Apps & Storage
2207604,"hi, in the next update can you please fix the “Live Photo” option? I never use this function and even tho I have shut it off in settings it’s still always on when I open my camera app regardless of the setting.",Screen & Camera
1400673,@115858 why my Apple Music not working,Apps & Storage
2434220,Please help! Keep getting same message when trying to set up a new Apple id. [URL],Apple ID
1546822,facing a lot of slowness and screen freezing issue after updating to iOS 11 on my iPhone 6s. Thought this will be fixed in next releases but not yet fixed even after 3-4 bug fix updates. Please help.,Phone Performance
84268,I have updated ios 11 my touch is not responding can you guys help me out I am fed up with this nonsense,Screen & Camera
657204,why is my order still “Preparing for Shipment” and I’m supposed to get it today??,Other
1725221,Fix the keyboard issue where the letter “I️” appears with an exclamation point and a box with a question mark🙄🙄,Keyboard
394085,my rear camera isn’t working - giving me a black screen constantly and won’t take pictures. Have any idea why?,Screen & Camera
596895,"@115858 @AppleSupport a friend has broken their phone, can’t login to iTunes as has forgotten password, how can we check if anything is backed up/stored?",Apps & Storage
1069259,Is this sarcasm or something @116333 or am I missing some hidden keyboard here? #AppleWatch [URL],Keyboard
1592350,why tf can’t I️ type the letter i?!?!,Keyboard
637397,"Hey @115858 , I’m loving the #iphoneX , what I’m not loving, however, is the crazy bluetooth connectivity/stuttering I’m experiencing. Help!",Sound & Bluetooth
2309417,"sign into iTunes keeps popping up, but when i sign in it says it couldn't connect. won't go away after hitting cancel.",Apps & Storage
1572260,I updated my phone and now keyboard is awful. Send help @AppleSupport,Keyboard
844287,why can i airplay apple music to my @8595 avr 2400h but not my #HEOS speaker? makes no sense. #imconfused 🤔,Sound & Bluetooth
1345669,My billing address is not matching my current AT&T billing/shipping address on Apple. What do I do?? Can’t edit due to Next.,Other
2408620,"I cant open the fucking App Store, iTunes Store or YouTube. Tell me why please",Apps & Storage
346994,"Dear @115858, I still don't understand the headphone insert being the charger insert. Im trying to listen to music but my phones dying... 😐",Sound & Bluetooth
1709192,what’s this A ? Autocorrect I’m getting when I️ type “I️”? Started after the latest iOS update,Keyboard
2545678,"“iOS 11 is stable now!” says MacRumors forums. Yeah, let me take 10 minutes to connect my AirPods to my iPad just to have them connect, disconnect, reconnect, disconnect, reconnect, not play audio, disconnect, reconnect, disconnect, play audio, and disconnect again. @AppleSupport",Sound & Bluetooth
2438574,@115858 when will you fix the issue that is preventing AppStore to download new apps until you restart the iPhone? 🤔🤔 ...,Apps & Storage
539987,iPhone keeps restarting every minute or so - setting clock back to yesterday fixed it but is there a better fix? 🤔,Phone Performance
604013,"Hi @AppleSupport Not impressed with your later IOS 11... Clickable items “flashing up” and moving on a touch screen (ie “the dock”) is exceptionally frustrating. Likewise with the newer IOS touch-keyboards. I’m at the point where I’m putting my Apple devices down, angry.",Screen & Camera
2750467,love y'all can y'all authorize my new laptop to play my itunes purchases i've maxed out on devices [URL],Apps & Storage
2126077,"So ... @115858, why did I just get software update to iOS 11.1, yet there is STILL an autocorrect problem showing ""I"" as ""A ?""? Isn't that something you maybe wanted to address in a software update? @AppleSupport #iPhone #Apple",Keyboard
2373232,"Love making several playlists of music, every track/album/mix has artwork but once synced to phone they’re mixed up or just not showing. Fucking hate iTunes! @AppleSupport",Apps & Storage
393611,"I have over 100gb free in my iPhone 7+ but the App Store won’t let me install anything, why is that?",Apps & Storage
39660,"Since I’ve updated my @115858 6SPlus to the new IOS11.1 yesterday, its been super slow,unresponsive,freezes all time and no sound at speaker!",Sound & Bluetooth
2814797,@115858 your products are junk. My headphones broke within 3 months of purchase with my iPhone 7. I've barely even used it and I'm in a temperate climate. What excuse do you have for such a short lived trash product for that price?!,Sound & Bluetooth
2770839,I’m so frustrated. My rear camera on my Iphone 6 Plus does not work any more! Is there a fix for this? @AppleSupport,Screen & Camera
2686070,ugh. @115858 Airpods device switching is no different from any other bluetooth device. I mean really how hard would a better UI be?,Sound & Bluetooth
1003743,My phone freezes every 10 minutes and has to be reset thanks to this update. S/o @115858 @AppleSupport — top notch. [URL],Phone Performance
152984,sırf wi-fi ve bluetooth’a tıkladığımda kısayoldan kapanmıyor diye iphone’u samsung veya pixel 2 ile değiştirebilirim,Sound & Bluetooth
1687747,why is my phone replacing the letter I️ with a question mark box ??,Keyboard
2261495,@115858 @AppleSupport the new update kills my phones battery y’all suck,Battery
2303161,"Great God I hate iOS11. My touchscreen keys stick, my phone apps take forever uploading, and autocorrect is crazier than ever. I spend more time correcting autocorrect than do I actually typing. @AppleSupport [URL]",Keyboard
1877887,I have NEVER seen an iPhone freeze up as much as this 8+ does.. I’m disappointed @AppleSupport 🤦🏾‍♀️,Phone Performance
1040156,"Gah! Trying to update my AppleID payment card with new card details & it keeps saying card is declined (it's fine), & when I try to update / change anything online, whenever I hit save it times my session out 'for security purposes'. Come on, @AppleSupport, give a girl a break!",Apple ID
228504,So why is my phone freezing if it’s completely updated? @AppleSupport I’m super annoyed.,Phone Performance
1993348,Anyone else having “I” autocorrect to weird characters on iPhone? @115858 what’s going on?,Keyboard
8561,hey what’s going on with the letter I . When i start to. Type this happens below [URL],Keyboard
548104,Hey @AppleSupport what the hell is going on!? Phone keeps crashing and locking.,Phone Performance
2237357,I️ bought an album on iTunes that won’t download and is saying it’s not available in the US. Some help please 🤷🏻‍♀️,Apps & Storage
