conversation_id,turn_index,tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1148820,3,1148821,AppleSupport,False,Wed Oct 25 14:47:21 +0000 2017,"@390348 When did you first notice this behavior? DM us with details using the link below, and we'll sort this out together. https://t.co/GDrqU22YpT",1148822,1148819
1148820,4,1148822,390348,True,Wed Oct 25 15:58:44 +0000 2017,@AppleSupport Done.,1148823,1148821
1148820,5,1148823,390349,True,Wed Oct 25 17:42:32 +0000 2017,@390348 @AppleSupport köp ett nytt batteri - löste problemet för mig!,,1148822
1148826,0,1148826,390351,True,Tue Oct 24 13:22:24 +0000 2017,Estou com a mesma opinião! É desesperador! 😡😱😭 https://t.co/CUl5VooZKs,1148825,
1148826,1,1148825,390350,True,Tue Oct 24 13:30:38 +0000 2017,"@390351 Muito ódio viu! Fui dormir com 90% acordei com 40%, isso com Siri, atualização em 2º plano e Bluetooth tudo desativado! Parabéns @115858",1148824,1148826
1148826,2,1148824,AppleSupport,False,Tue Oct 24 14:38:00 +0000 2017,"@390350 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",,1148825
1148831,0,1148831,390352,True,Tue Oct 24 13:23:44 +0000 2017,@AppleSupport Getting this each time I enter my pin. Help? There is no way to get to the next screen either. https://t.co/cTCvyOlwg9,1148829,
1148831,1,1148829,AppleSupport,False,Tue Oct 24 14:37:38 +0000 2017,@390352 We're happy to help you activate your new iPhone. Are you able to try while connected to Wi-Fi?,1148830,1148831
1148831,2,1148830,390352,True,Tue Oct 24 14:43:10 +0000 2017,"@AppleSupport Not trying to activate, but “get ready” for iPhone X through the upgrade program. I’ve tried on and off WiFi.",1148832,1148829
1148831,3,1148832,AppleSupport,False,Tue Oct 24 15:15:34 +0000 2017,"@390352 Our Online Sales Support would be best suited to assist you, you can reach them here:   https://t.co/K0222CJgiB",,1148830
1148834,0,1148834,390353,True,Tue Oct 24 13:12:09 +0000 2017,"Ever since the new @115858 iOS update, siri is useless at setting the timer #wtf #UselessAIassisstant",1148833,
1148834,1,1148833,AppleSupport,False,Tue Oct 24 14:36:38 +0000 2017,@390353 We'd like to help. Meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,,1148834
1148871,0,1148871,390363,True,Sat Oct 14 23:18:25 +0000 2017,@AppleSupport hi my boyfriends iPhone has been hacked a message that read “lost iPhone” popped on the screen and his password has been,1148870,
1148871,1,1148870,390363,True,Sat Oct 14 23:18:59 +0000 2017,@AppleSupport Changed he can’t retrieve it at all. What can we do?,1148869,1148871
1148871,2,1148869,AppleSupport,False,Sat Oct 14 23:37:53 +0000 2017,@390363 Meet us in DM and we’ll explore your options together. https://t.co/GDrqU22YpT,,1148870
1149715,0,1149715,390550,True,Tue Oct 24 13:46:51 +0000 2017,@AppleSupport Our Multinational IT services across 7 European countries cannot sign in to the app store with newly created apple id today.,1149714,
1149715,1,1149714,AppleSupport,False,Tue Oct 24 14:54:00 +0000 2017,@390550 We want to help. What happens when trying to sign in with this Apple ID? Let us know in DM. https://t.co/GDrqU22YpT,,1149715
1149729,0,1149729,390553,True,Tue Oct 24 14:10:11 +0000 2017,"@AppleSupport Your latest iOS is draining battery like crazy, please fix it",1149727,
1149729,1,1149727,AppleSupport,False,Tue Oct 24 14:50:10 +0000 2017,@390553 This is certainly not the behavior we want you to experience. Could you tell us which Apple device you're using?,1149728,1149729
1149729,2,1149728,390553,True,Tue Oct 24 14:53:38 +0000 2017,"@AppleSupport iPhone 6, I’ve not experienced this issue before updating to iOS 11",1149730,1149727
1149729,3,1149730,AppleSupport,False,Tue Oct 24 15:23:28 +0000 2017,"@390553 Thanks, can you confirm via DM what the change in battery life in hours is from before and after the update? https://t.co/GDrqU22YpT",,1149728
1150967,0,1150967,390847,True,Tue Oct 24 14:52:33 +0000 2017,"more #ios11 #misery @AppleSupport, just deleted a whole bunch of unread emails, 2mins later they’re all back in Inbox as unread 😭","1150966,1150968,1150969",
1150967,1,1150966,AppleSupport,False,Tue Oct 24 15:14:00 +0000 2017,"@390847 We'd like to help! Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",,1150967
1150967,2,1150968,406909,True,Wed Oct 25 15:27:30 +0000 2017,@390847 @AppleSupport 🤣 same here! 😢,1222690,1150967
1150967,3,1222690,AppleSupport,False,Wed Oct 25 15:50:47 +0000 2017,@406909 Let us know in DM which device is affected and we'll work on this issue together. https://t.co/GDrqU22YpT,1222691,1150968
1150967,4,1222691,406909,True,Wed Oct 25 15:57:13 +0000 2017,@AppleSupport WOW! Thanks!,,1222690
1151001,0,1151001,390858,True,Tue Oct 24 14:05:34 +0000 2017,Anyone else with iOS 11.0.3 can’t see their music play on the lock screen? @AppleSupport #iphone https://t.co/Wd9bo2SrSr,"1151003,1150999,1151004",
1151001,1,1150999,AppleSupport,False,Tue Oct 24 15:00:48 +0000 2017,@390858 We're happy to help. Does this happen with every song? Does it make a difference if you're using Wi-Fi or cellular data?,1151000,1151001
1151001,2,1151000,390858,True,Tue Oct 24 15:16:09 +0000 2017,@AppleSupport Every song,1151002,1150999
1151001,3,1151002,AppleSupport,False,Tue Oct 24 15:39:01 +0000 2017,"@390858 OK! In DM, please let us know if you notice a difference when connected to Wi-Fi versus using cellular data. https://t.co/GDrqU22YpT",,1151000
1151237,0,1151237,390911,True,Sun Oct 15 16:30:34 +0000 2017,@AppleSupport just bought series 3 watch and all apps open and close straight away?,1151236,
1151237,1,1151236,AppleSupport,False,Sun Oct 15 17:08:00 +0000 2017,@390911 Thanks for reaching out to us. Please let us know if you have taken any troubleshooting steps. We don't want you to repeat steps.,1151235,1151237
1151237,2,1151235,390911,True,Sun Oct 15 17:09:06 +0000 2017,"@AppleSupport Nothing, tried deleting and re installing apps. I’m still receiving notifications just can’t open apps",1151234,1151236
1151237,3,1151234,AppleSupport,False,Sun Oct 15 17:41:29 +0000 2017,@390911 Please let us know which software version you are using in DM. Thanks. https://t.co/GDrqU22YpT,,1151235
1151321,0,1151321,390930,True,Sun Oct 15 17:20:32 +0000 2017,@AppleSupport As a new Apple watch user. What’s wrong with the third ring? Attitude? Defective? Is it just because of me?! https://t.co/zCVeTGbHa2,1151319,
1151321,1,1151319,AppleSupport,False,Sun Oct 15 17:35:25 +0000 2017,@390930 We'd be happy to help. Have you stood in the last 12 hours while wearing the watch? What version of watchOS are you running?,1151320,1151321
1151321,2,1151320,390930,True,Sun Oct 15 17:46:46 +0000 2017,@AppleSupport Thank you for the fast reply. Stood nearly the whole day today. Bought the watch yesterday. watchOS is 4.0,1151322,1151319
1151321,3,1151322,AppleSupport,False,Sun Oct 15 17:55:00 +0000 2017,@390930 What model of watch are you using? Let's dig into this further over DM: https://t.co/GDrqU22YpT,,1151320
1151820,0,1151820,391054,True,Tue Oct 24 15:11:27 +0000 2017,I swear if @115858 doesn’t get it together I’m switching to android. Your phones cost way too much for them to be this glitchy! Please fix it,1151819,
1151820,1,1151819,AppleSupport,False,Tue Oct 24 15:28:29 +0000 2017,@391054 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,1151820
1151826,0,1151826,263567,True,Tue Oct 24 15:06:04 +0000 2017,So uploaded lots of ePubs to iCloud via iBooks and they’ve now all disappeared @AppleSupport ????,1151825,
1151826,1,1151825,AppleSupport,False,Tue Oct 24 15:26:28 +0000 2017,@263567 Thanks for reaching out. Please DM us which device is having the issue. We'll start there. https://t.co/GDrqU22YpT,,1151826
1151860,0,1151860,149709,True,Tue Oct 24 14:42:27 +0000 2017,@AppleSupport is it possibile to pay an Apple Music Family subscription for a whole year?,1151859,
1151860,1,1151859,AppleSupport,False,Tue Oct 24 15:20:33 +0000 2017,@149709 Apple Music is available as a monthly Family membership currently. You can learn more here: https://t.co/sCAwjWdSKv,,1151860
1152759,0,1152759,391254,True,Tue Oct 24 17:01:29 +0000 2017,@AppleSupport 2 months old?  I don't think a shipping box is much to ask?,1152758,
1152759,1,1152758,AppleSupport,False,Tue Oct 24 17:28:10 +0000 2017,@391254 We want to look in to this with you. Send us a DM and we will go from there. https://t.co/GDrqU22YpT,,1152759
1152778,0,1152778,391258,True,Tue Oct 24 17:00:47 +0000 2017,.@AppleSupport my Mac desktop picture is gone &amp; was replaced with a solid light blue back. But whenever I log in I can still see my picture,1152776,
1152778,1,1152776,AppleSupport,False,Tue Oct 24 17:23:01 +0000 2017,@391258 We want to help out. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,1152777,1152778
1152778,2,1152777,391258,True,Tue Oct 24 17:26:05 +0000 2017,@AppleSupport I went to preferences in the library folder from “Go” on finder and renamed a file called https://t.co/0hzhzVIkxy.desktop and restarted,1152779,1152776
1152778,3,1152779,AppleSupport,False,Tue Oct 24 17:57:26 +0000 2017,"@391258 OK, thanks. Let's get to DM to continue. https://t.co/GDrqU22YpT",,1152777
1153411,0,1153411,391383,True,Sun Oct 15 17:43:52 +0000 2017,"@AppleSupport seit dem Update auf iOS11 sind alle meine Käufe nichtig. Laut App Store muss ich für jede gekaufte App, erneut bezahlen? Help","1153409,1153413",
1153411,1,1153409,AppleSupport,False,Sun Oct 15 17:51:31 +0000 2017,@391383 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,1153410,1153411
1153411,2,1153410,391383,True,Sun Oct 15 17:52:10 +0000 2017,@AppleSupport All my buyed apps are gone. I have to pay for these apps again in my App Store. Why? 😢,1153412,1153409
1153411,3,1153412,AppleSupport,False,Sun Oct 15 18:07:00 +0000 2017,@391383 We'd like to help.  Send us a DM with the device model you're using.  We'll go from there. https://t.co/GDrqU22YpT,,1153410
1153471,0,1153471,391395,True,Sun Oct 15 17:29:44 +0000 2017,Had to factory reset my shit after the update. I can’t with this fucking phone . Thanks @115858 for bricking my phone.,1153469,
1153471,1,1153469,AppleSupport,False,Sun Oct 15 17:44:33 +0000 2017,@391395 Thanks for reaching out to us. Can you please explain what you mean by bricked? That way we can better help.,1153470,1153471
1153471,2,1153470,391395,True,Sun Oct 15 17:50:50 +0000 2017,"@AppleSupport Bricked as in, not useable. You roll out these damaging updates to force people to buy a new phone. That’s messed up.",1153472,1153469
1153471,3,1153472,391395,True,Sun Oct 15 17:51:59 +0000 2017,"@AppleSupport Never had a battery drain issue, all of a sudden my phone is dying at 20%. Thanks to your update.",,1153470
1153815,0,1153815,391463,True,Tue Oct 24 17:16:18 +0000 2017,"@AppleSupport ... Hey, any idea when WatchOS 4 ‘Not showing App Icon’ issue could be resolved? ... delete &amp; reinstalling doesn’t work.",1153814,
1153815,1,1153814,AppleSupport,False,Tue Oct 24 17:41:00 +0000 2017,@391463 We'd like to help! Send us a DM to continue. https://t.co/GDrqU22YpT,,1153815
1153887,0,1153887,391479,True,Tue Oct 24 16:48:54 +0000 2017,"@AppleSupport why is my iPhone jet black all stained? It is always with its cover, from apple! Does the warranty cover that?",1153886,
1153887,1,1153886,AppleSupport,False,Tue Oct 24 17:32:01 +0000 2017,@391479 Send us a DM and let us know the country you're in. https://t.co/GDrqU22YpT,,1153887
1154028,0,1154028,391512,True,Sun Oct 15 02:21:10 +0000 2017,I think @115858 needs to fix some more bugs on the new software update my phone still a bit buggy :/,1154027,
1154028,1,1154027,AppleSupport,False,Sun Oct 15 02:55:00 +0000 2017,@391512 We want your device working properly. What is specifically going on with your device? Send us a DM. https://t.co/GDrqU22YpT,,1154028
1155259,0,1155259,391766,True,Tue Oct 24 17:35:54 +0000 2017,@AppleSupport fix it pls https://t.co/ftr2KZTezC,1155257,
1155259,1,1155257,AppleSupport,False,Tue Oct 24 17:51:34 +0000 2017,@391766 We're happy to help with this issue. Has your iPhone been restarted recently? Which apps are missing?,1155258,1155259
1155259,2,1155258,391766,True,Tue Oct 24 18:53:29 +0000 2017,"@AppleSupport i turned it off for 2 hours, i can click where the apps are and i can go into them there’s just no icon.",1155260,1155257
1155259,3,1155260,AppleSupport,False,Tue Oct 24 19:12:37 +0000 2017,"@391766 Alright, can you tell us what iOS version you're currently on?  When did you first notice this behavior?",1155261,1155258
1155259,4,1155261,391766,True,Tue Oct 24 19:13:14 +0000 2017,@AppleSupport iOS 11.03 and ever since i went to ios 11 my phone has been trash,1155262,1155260
1155259,5,1155262,AppleSupport,False,Tue Oct 24 19:29:28 +0000 2017,"@391766 So that we can look into this further, feel free to DM us what country you're in and we'll go from there: https://t.co/GDrqU22YpT",,1155261
1155285,0,1155285,391770,True,Tue Oct 24 16:17:54 +0000 2017,“By 2019” @115858 ??? Are you fucking serious??? https://t.co/hTON2aNGLo,1155284,
1155285,1,1155284,AppleSupport,False,Tue Oct 24 16:44:07 +0000 2017,"@391770 Is this an item you ordered from our website? If so, contact us here so we can look into this with you: https://t.co/8yjRd1Xo0i",1155283,1155285
1155285,2,1155283,391770,True,Tue Oct 24 17:25:07 +0000 2017,"@AppleSupport Yes, had an email and a text saying it’ll be delivered tomorrow aswell as that email saying “by 2019”",1155282,1155284
1155285,3,1155282,AppleSupport,False,Tue Oct 24 17:46:29 +0000 2017,"@391770 Got it! For help with your recent order, you'll want to reach out to our Sales Support experts here: https://t.co/RmFSlCBcIE",,1155283
1155590,0,1155590,73023,True,Sun Oct 15 17:52:48 +0000 2017,"@AppleSupport Is this a bug? The page says this app has been updated 11 times in the last 10 minutes.
https://t.co/wbVO5bYMS1",1155588,
1155590,1,1155588,AppleSupport,False,Sun Oct 15 18:03:55 +0000 2017,"@73023 We'd like to take a look into this. Send us a DM with more details, and we'll start there. https://t.co/GDrqU22YpT",1155589,1155590
1155590,2,1155589,73023,True,Sun Oct 15 18:05:20 +0000 2017,@AppleSupport What additional details should I send?,1155591,1155588
1155590,3,1155591,AppleSupport,False,Sun Oct 15 18:16:01 +0000 2017,"@73023 We're just looking for details regarding some clarification on what you're seeing. Please join us in DM, and we'll continue there: https://t.co/GDrqU22YpT",,1155589
1156301,0,1156301,123590,True,Tue Oct 24 15:48:24 +0000 2017,@AppleSupport When I want to upload an image on Instagram it freezes. I can’t upload it. I reinstalled it already and restarded my iphone,1156300,
1156301,1,1156300,AppleSupport,False,Tue Oct 24 16:12:33 +0000 2017,@123590 Thanks for reaching out to us. Let's take a look at getting this resolved. Which iPhone &amp; iOS version do you have currently?,1156298,1156301
1156301,2,1156298,123590,True,Tue Oct 24 17:44:38 +0000 2017,@AppleSupport IPhone 6 and I think the latest update of iOS.,1156295,1156300
1156301,3,1156295,AppleSupport,False,Tue Oct 24 18:08:34 +0000 2017,@123590 Thanks! Can we have the exact version? You can see this in Settings &gt; General &gt; About.,"1156296,1156297",1156298
1156301,4,1156297,123590,True,Tue Oct 24 19:16:03 +0000 2017,@AppleSupport It’s 11.0.3 (15A432),,1156295
1156301,5,1156296,123590,True,Tue Oct 24 19:17:12 +0000 2017,@AppleSupport This is what I see. I can choose any picture but cannot press cancel or next. Nothing happens. https://t.co/0spAPyiw6a,1156299,1156295
1156301,6,1156299,AppleSupport,False,Tue Oct 24 19:40:00 +0000 2017,@123590 Thanks for that info. Go ahead and reach out to us in DM and we'll continue there with you. https://t.co/GDrqU22YpT,,1156296
1156317,0,1156317,392001,True,Tue Oct 24 17:46:45 +0000 2017,"@AppleSupport when you’re in contacts and you choose to message, it doesn’t take you directly into that person’s message. 11.0.3",1156316,
1156317,1,1156316,AppleSupport,False,Tue Oct 24 18:04:27 +0000 2017,@392001 It absolutely should take you straight to the text conversation with that person. What happens when you click on message?,,1156317
1156321,0,1156321,392003,True,Tue Oct 24 17:45:38 +0000 2017,My phone battery goes from 97% to 63% in a matter of mins wtff @AppleSupport,1156320,
1156321,1,1156320,AppleSupport,False,Tue Oct 24 18:02:31 +0000 2017,@392003 Battery life is important. Which iOS version is your device using? Let us know in DM. https://t.co/GDrqU22YpT,,1156321
1156763,0,1156763,392114,True,Tue Oct 24 14:31:36 +0000 2017,"Dear @115858, can I please downgrade to the last IOS beta, before GM? Alternately can I be part of an angry mob waiting for your QA dept https://t.co/S0j6XYHH3s",1156762,
1156763,1,1156762,AppleSupport,False,Tue Oct 24 15:09:35 +0000 2017,@392114 We'd be glad to look into options for getting your device on the current iOS version that's available.  Please DM us. https://t.co/GDrqU22YpT,1156761,1156763
1156763,2,1156761,392114,True,Tue Oct 24 15:53:30 +0000 2017,"@AppleSupport Sorry, perhaps my tweet wasnt clear. The iOS 11.1 GM has crashes/slowdowns not present in the previous b5 release. I want to DOWNGRADE.",1156759,1156762
1156763,3,1156759,AppleSupport,False,Tue Oct 24 16:12:01 +0000 2017,@392114 We be happy to assist in any way we can.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,1156760,1156761
1156763,4,1156760,392114,True,Thu Oct 26 14:44:28 +0000 2017,"@AppleSupport For the record, here's the ""assistance"" I got via dm. https://t.co/zA1dEiGchc",,1156759
1156780,0,1156780,392121,True,Tue Oct 24 15:46:37 +0000 2017,@AppleSupport Upgraded to iOS 11 on iPhone 7 and now it’s taking for ever to crop a single photo in iphotos. No Aspect isn’t locked. It just won’t react to dragging the corners. Then suddenly it moves a little then sticks again.,1156779,
1156780,1,1156779,AppleSupport,False,Tue Oct 24 16:04:01 +0000 2017,"@392121 For the best help with Photos, we'll need to refer you here:  https://t.co/IBIY3vMgPj",,1156780
1156786,0,1156786,392123,True,Tue Oct 24 15:46:11 +0000 2017,Anyone else’s iPhone battery not staying charged after this iOS 11 update? Anyone? @AppleSupport,1156785,
1156786,1,1156785,AppleSupport,False,Tue Oct 24 16:00:55 +0000 2017,"@392123 Let us know via DM the type of iPhone you have, then we can take a look in to this with you from there. https://t.co/GDrqU22YpT",,1156786
1157375,0,1157375,392257,True,Sun Oct 15 13:47:25 +0000 2017,IOS11 might be the worst IOS I’ve ever used. Why did Apple even release this buggy piece of trash. Constantly crashing apps and freezing,1157374,
1157375,1,1157374,392257,True,Sun Oct 15 13:49:33 +0000 2017,"Gets stuck when unlocking with Touch ID, doesn’t display notifications NONE OF THEM. Even after multiple resets and all that its still buggy",1157373,1157375
1157375,2,1157373,392257,True,Sun Oct 15 13:51:14 +0000 2017,Wireless straight up doesn’t work on snapchat either for some reason. I can only load shit using mobile data. Wtf is this shit @AppleSupport,1157372,1157374
1157375,3,1157372,AppleSupport,False,Sun Oct 15 15:14:00 +0000 2017,@392257 We’ve got you covered. Which device and version of iOS are you using? Are your apps all up-to-date?,1157370,1157373
1157375,4,1157370,392257,True,Sun Oct 15 18:03:28 +0000 2017,"@AppleSupport IOS 11, newest version, all apps up to date, iPhone 6s+",1157368,1157372
1157375,5,1157368,AppleSupport,False,Sun Oct 15 18:21:29 +0000 2017,@392257 Got it. Does this only happen with one app or multiple apps?,1157369,1157370
1157375,6,1157369,392257,True,Sun Oct 15 18:58:31 +0000 2017,@AppleSupport The whole device in general is just not working as it should.,1157371,1157368
1157375,7,1157371,AppleSupport,False,Sun Oct 15 19:12:29 +0000 2017,"@392257 We want to get down to the bottom of this with you. Send us a DM, and we'll investigate further. https://t.co/GDrqU22YpT",,1157369
1157998,0,1157998,392408,True,Tue Oct 24 15:58:03 +0000 2017,"@AppleSupport iPhone 6, updated to iOS11. My landscape keyboard is missing keys and not changing size. Wtf? https://t.co/OCZX1y1QLj",1157997,
1157998,1,1157997,AppleSupport,False,Tue Oct 24 16:25:38 +0000 2017,@392408 We're to help. This is expected behavior. We encourage you to leave feedback about this by going to https://t.co/aXEtn6UIwx,,1157998
1158024,0,1158024,392414,True,Tue Oct 24 15:53:38 +0000 2017,@AppleSupport hi I need to change my Apple ID email but I have forgotten my security questions please help.,1158023,
1158024,1,1158023,AppleSupport,False,Tue Oct 24 16:17:00 +0000 2017,@392414 We'll do all we can to help. Have you tried resetting your security questions here: https://t.co/blQI4wX8qY,,1158024
1159143,0,1159143,392680,True,Sun Oct 15 18:29:27 +0000 2017,GEZOCHT : Iemand met grote kennis van @115858 die me zo snel als mogelijk eens kan helpen? #apple,1159142,
1159143,1,1159142,AppleSupport,False,Sun Oct 15 18:42:01 +0000 2017,@392680 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,1159143
1159416,0,1159416,119474,True,Tue Oct 24 16:10:42 +0000 2017,"This whole ""clock disappearing on iPhone 7"" issue is pretty bad. It also disables the ability to use a passcode for entry. @115858",1159414,
1159416,1,1159414,AppleSupport,False,Tue Oct 24 16:33:04 +0000 2017,@119474  We want to help.  Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT,1159415,1159416
1159416,2,1159415,119474,True,Wed Oct 25 16:04:51 +0000 2017,"@AppleSupport It's @51767's phone, I'll let her fill you in, but yes she's all updated to the latest iOS.",,1159414
1160508,0,1160508,393033,True,Sun Oct 15 18:53:47 +0000 2017,"Hi, @AppleSupport! How can I get back to IOS10 in my iPhone 6 plus? My life is a hell since I updated to #IOS11!
😩🔫","1160506,1160512,1160513,1160514",
1160508,1,1160506,AppleSupport,False,Sun Oct 15 18:56:35 +0000 2017,@393033 We're here to help. What issue(s) are you experiencing with your device?,1160507,1160508
1160508,2,1160507,393033,True,Sun Oct 15 19:11:31 +0000 2017,"@AppleSupport It takes so long for the apps to open and they stop working with no reason. Apart from that, the keayword is not working properly!",1160509,1160506
1160508,3,1160509,AppleSupport,False,Sun Oct 15 19:15:33 +0000 2017,@393033 That is not the type of experience we want you to have with your device. What version of iOS 11 do you have?,1160510,1160507
1160508,4,1160510,393033,True,Sun Oct 15 19:17:34 +0000 2017,"@AppleSupport I have the last one, iOS 11.0.3",1160511,1160509
1160508,5,1160511,AppleSupport,False,Sun Oct 15 19:33:30 +0000 2017,@393033 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,1160510
1160695,0,1160695,393077,True,Tue Oct 24 16:13:23 +0000 2017,Selected 496 unread emails only to have my mail app crash while attempting to delete them. WTF @115858,1160693,
1160695,1,1160693,AppleSupport,False,Tue Oct 24 16:47:00 +0000 2017,@393077 We'd like to help. What device are you using? https://t.co/GDrqU22YpT,1160694,1160695
1160695,2,1160694,393077,True,Tue Oct 24 20:04:17 +0000 2017,@AppleSupport 6s. My phone has been crashing and freezing constantly since I updated to the new IOS.,1160696,1160693
1160695,3,1160696,AppleSupport,False,Tue Oct 24 20:26:00 +0000 2017,@393077 Thanks for letting us know. Please send us a DM so we may better assist you. https://t.co/GDrqU2kzhr,,1160694
1160699,0,1160699,393078,True,Tue Oct 24 16:18:36 +0000 2017,quite nice turning on my phone and loosing over 1000 photos and videos 😊😊😊,1160698,
1160699,1,1160698,393078,True,Tue Oct 24 16:18:44 +0000 2017,@AppleSupport,1160697,1160699
1160699,2,1160697,AppleSupport,False,Tue Oct 24 16:46:27 +0000 2017,@393078 We want to point you in the right direction for the best help with photos. Reach out here: https://t.co/IBIY3vMgPj,,1160698
1161943,0,1161943,393371,True,Tue Nov 07 14:21:29 +0000 2017,"@AppleSupport @115858 You fixing our phones or what? And fix the uppercase problem, too please! 😩",1161940,
1161943,1,1161940,AppleSupport,False,Tue Nov 07 16:58:27 +0000 2017,"@393371 What issues are you experiencing? Let us know, we'd be happy to help.","1161941,1161942",1161943
1161943,2,1161942,393371,True,Tue Nov 07 17:01:38 +0000 2017,@AppleSupport Same as everyone else when you type the letter I️ and every single first letter of a word now gets capitalized now. Why?,1161944,1161940
1161943,3,1161941,393371,True,Tue Nov 07 17:01:55 +0000 2017,@AppleSupport See ^^^^^,,1161940
1161943,4,1161944,AppleSupport,False,Tue Nov 07 19:46:31 +0000 2017,@393371 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,1161942
1161964,0,1161964,393378,True,Tue Nov 07 14:25:38 +0000 2017,"@115858 why is the letter capital ""I"" being turned into ""A ?"" all of a sudden??? This is annoying!",1161963,
1161964,1,1161963,AppleSupport,False,Tue Nov 07 16:56:35 +0000 2017,@393378 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1161964
1161968,0,1161968,393380,True,Tue Nov 07 14:21:46 +0000 2017,I️ am over this whole I️ thing. Get it the hell together @AppleSupport,1161967,
1161968,1,1161967,AppleSupport,False,Tue Nov 07 16:56:32 +0000 2017,@393380 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,1161968
1162005,0,1162005,393389,True,Tue Nov 07 14:04:38 +0000 2017,"So basically the new annoyance w/ @115858 is instead of us being mad about the autocorrect of Ducking, we are super mad with I being I️ #ugh",1162004,
1162005,1,1162004,AppleSupport,False,Tue Nov 07 16:56:00 +0000 2017,@393389 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1162005
1162020,0,1162020,393395,True,Tue Nov 07 14:08:37 +0000 2017,"@AppleSupport my device is constantly showing this pop since the time I have updated and it’s already updated, plz see and fix the issue https://t.co/AexQjn0DPQ",1162019,
1162020,1,1162019,AppleSupport,False,Tue Nov 07 16:55:00 +0000 2017,@393395 We're here for you. Send us a DM and tell us when you first noticed this happening. https://t.co/GDrqU22YpT,,1162020
1162022,0,1162022,393396,True,Tue Nov 07 14:15:00 +0000 2017,"Also, sick &amp; tired of this weird iPhone “I“ glitch. Get your shit together @115858",1162021,
1162022,1,1162021,AppleSupport,False,Tue Nov 07 16:54:36 +0000 2017,@393396 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,1162022
1162062,0,1162062,393409,True,Tue Nov 07 14:15:59 +0000 2017,@AppleSupport what is happening w this i️ thing can u tell me how to fix it !,1162061,
1162062,1,1162061,AppleSupport,False,Tue Nov 07 16:52:42 +0000 2017,@393409 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1162062
1162075,0,1162075,378173,True,Tue Nov 07 14:17:09 +0000 2017,@115858 PLEASE fix the “ I️ “ glitch,1162074,
1162075,1,1162074,AppleSupport,False,Tue Nov 07 16:51:33 +0000 2017,@378173 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1162075
1162125,0,1162125,393430,True,Tue Nov 07 14:05:37 +0000 2017,@AppleSupport @115858  FIX THIS BULL SHIT MAN ! I️Am Tired Of Seeing This Shit 😒 My Conversations Don’t Make Any Sense.,"1162124,1162126",
1162125,1,1162124,AppleSupport,False,Tue Nov 07 16:47:00 +0000 2017,@393430 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,1162125
1162142,0,1162142,254308,True,Tue Nov 07 13:50:06 +0000 2017,@AppleSupport why can’t I use a vpn on safari after the most recent update? I have 2 take it off to use it????,1162141,
1162142,1,1162141,AppleSupport,False,Tue Nov 07 16:46:00 +0000 2017,@254308 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,,1162142
1162172,0,1162172,393441,True,Tue Nov 07 14:01:49 +0000 2017,Airdrop troubles with this new update. And the shortcut is no longer available .... 😞why @AppleSupport,1162170,
1162172,1,1162170,AppleSupport,False,Tue Nov 07 16:45:03 +0000 2017,@393441 We want to help with that. Which devices are you using AirDrop with? How soon after updating did this start?,1162171,1162172
1162172,2,1162171,393441,True,Tue Nov 07 23:01:50 +0000 2017,"@AppleSupport Macbook, iPhone &amp; iPad. cant find d shortcut anymore for iPhone. Its all connected to d same wifi network yet I’m not able to use airdrop",1162173,1162170
1162172,3,1162173,AppleSupport,False,Tue Nov 07 23:50:00 +0000 2017,"@393441 The update you mentioned earlier, was that the macOS or iOS update? Are all your devices' OS up-to-date?",1162174,1162171
1162172,4,1162174,393441,True,Wed Nov 08 05:45:35 +0000 2017,@AppleSupport Iphone and ipad up to date. Updated my macbook 2 weeks ago I think. Does it have anything to do with the airdrop issue?,1162175,1162173
