conversation_id,customer_message,context,intent,escalation_label,escalation_reason
1078295,WHY DOES MY MUSIC PAUSE EVERY TIME I GET A NEW SNAPCHAT? #ios11update @115858,"[Customer]: WHY DOES MY MUSIC PAUSE EVERY TIME I GET A NEW SNAPCHAT? #ios11update @115858
[AppleSupport]: Thanks for reaching out. Please let us know what troubleshooting steps you have tried. We don't want you to repeat steps.
[Customer]: Um, I press play again?",Sound & Bluetooth,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1305203,"How the hell am I getting charged by @118721 ? I dont even have an account ugh, just ugh. More reasons to hate @115858","[Customer]: How the hell am I getting charged by @118721 ? I dont even have an account ugh, just ugh. More reasons to hate @115858
[AppleSupport]: That's a great question and we'd like to help. Did you receive an email or some type of message showing a charge?",Apple ID,ESCALATE,"Involves sensitive financial transactions, billing disputes, or payment details requiring human account review."
1997778,Hey @AppleSupport what’s going on with this autocorrect for a capital I? [URL],"[Customer]: Hey @AppleSupport what’s going on with this autocorrect for a capital I? [URL]
[AppleSupport]: Thanks for the screenshot, we can help. DM us the type of device and iOS version you're using to look into this further. [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1434192,Is there a way to rebalance volume? I have mine set all the way down to 1/4 bar and it's still kind of too loud :/,"[Customer]: Is there a way to rebalance volume? I have mine set all the way down to 1/4 bar and it's still kind of too loud :/
[AppleSupport]: We want to help. Let us know what device you're experiencing this issue on.
[Customer]: iMac. I'm using a USB gaming headset from @60273",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
498652,my iPhone5 screen gets unresponsive in plane & also becomes hot. Happening since last 6 months in every journey (12-15 journeys) [URL],"[Customer]: my iPhone5 screen gets unresponsive in plane & also becomes hot. Happening since last 6 months in every journey (12-15 journeys) [URL]
[AppleSupport]: We'd be happy to look into this with you! Can you send us a DM letting us know which iOS version you're currently running? [URL]
[Customer]: One more problem, Everytime phone restarts all SMSs notifications come again. Attached video [URL]",Screen & Camera,ESCALATE,Display hardware or touch digitizer failure requiring physical inspection or screen replacement.
1180116,okay what the fuck is up with iphone needing to “load” your camera roll/photos.. there should be no loading??? it never used to happen before idk if it came with the new ios but I am NOT here for it. @AppleSupport,"[Customer]: okay what the fuck is up with iphone needing to “load” your camera roll/photos.. there should be no loading??? it never used to happen before idk if it came with the new ios but I am NOT here for it. @AppleSupport
[AppleSupport]: We're glad to help! Are you referring to the loading symbol in the bottom right corner when viewing photos & videos in the Photos app? If so, let us know if iCloud Photo Library is enabled and if your device is set to ""Optimize iPhone Storage"" under Settings > Photos.
[Customer]: Yes im referring to the loading symbol and my phone is already set to “optimize iphone storage”",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2702135,Phone been unusable allllll day on this spin wheel shit. It finally come back on and now I’m locked out my own iCloud for 24 hours due to @115858 phones being pieces of shit. Guess who ain’t got nobody number? 😔,"[Customer]: Phone been unusable allllll day on this spin wheel shit. It finally come back on and now I’m locked out my own iCloud for 24 hours due to @115858 phones being pieces of shit. Guess who ain’t got nobody number? 😔
[AppleSupport]: We'd like to help. Go ahead and DM us some more details about this and we can work together. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1736100,"When driving mode is on and I receive a call, I can’t turn volume up or down from my Apple headphones.","[Customer]: When driving mode is on and I receive a call, I can’t turn volume up or down from my Apple headphones.
[AppleSupport]: Hey there! We've received your DM and will join you there shortly. Thanks!",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
2013717,@115858 @AppleSupport please fix the “i” glitch in the newest update thank you,"[Customer]: @115858 @AppleSupport please fix the “i” glitch in the newest update thank you
[AppleSupport]: Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help. [URL]",Keyboard,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
395629,"@115858 ever since I updated my phone to ios11, I can’t stream videos. Bummer","[Customer]: @115858 ever since I updated my phone to ios11, I can’t stream videos. Bummer
[AppleSupport]: Streaming what you want on your device is definitely important! Which service is this issue occurring with?
[Customer]: Hbo and showtime. Sometimes YouTube but not as much",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2743065,How come i have to keep turning my Bluetooth off... shouldn’t it just stay off once ive done it? @115858,"[Customer]: How come i have to keep turning my Bluetooth off... shouldn’t it just stay off once ive done it? @115858
[AppleSupport]: We’d like to help. This article helps explain what happens when you toggle Bluetooth or Wi-Fi from the Control Center in iOS 11: [URL]",Sound & Bluetooth,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1053648,wtf?? i delete all the photos last week and this morning there was only 300 on my camera roll what the hell @AppleSupport ? [URL],"[Customer]: wtf?? i delete all the photos last week and this morning there was only 300 on my camera roll what the hell @AppleSupport ? [URL]
[AppleSupport]: We’d like to assist with your photos. Just to clarify, were you deleting the photos from the iCloud Photo Library?
[Customer]: no these phones wasn't at icloud library at the first place i even deleted them for the garbage",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2052582,Who is responsible for this fresh new aggravation since the iOS 11 update? @115858 @115725? No internet yet I have LTE?? #iphone [URL],"[Customer]: Who is responsible for this fresh new aggravation since the iOS 11 update? @115858 @115725? No internet yet I have LTE?? #iphone [URL]
[AppleSupport]: Thank you for reaching out, we'd like to help. Send us a DM with some details about when you noticed this, we'll go from there. [URL]",Other,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1632365,@115858 wtf happened to autocorrect? It capitalizes random shit and changed “view” to “Brie” like fuck,"[Customer]: @115858 wtf happened to autocorrect? It capitalizes random shit and changed “view” to “Brie” like fuck
[AppleSupport]: We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
2493887,"after trying to update my phone, my iphone won’t stop freezing so now i can’t watch youtube, netflix nor can i shapchat. galaxy note8 here i come!","[Customer]: after trying to update my phone, my iphone won’t stop freezing so now i can’t watch youtube, netflix nor can i shapchat. galaxy note8 here i come!
[AppleSupport]: We’d love to help with the performance of your iPhone. To start, please send us a DM confirming which iPhone and exact software version you’re using. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1478397,Fix these damn question mark boxes! EYE would like to be able to type the letter EYE again @AppleSupport,"[Customer]: Fix these damn question mark boxes! EYE would like to be able to type the letter EYE again @AppleSupport
[AppleSupport]: We'd like to help. Which iOS version is your device running? Let us know in DM. [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1881556,fixed my screen LAST WEEK. shit cracked today. AND I HAVE A CASE. AND A SCREEN PROTECTOR @AppleSupport I want to make a return,"[Customer]: fixed my screen LAST WEEK. shit cracked today. AND I HAVE A CASE. AND A SCREEN PROTECTOR @AppleSupport I want to make a return
[AppleSupport]: We'd love to help and see what we can do for you. Join us in DM with additional details to get started: [URL]",Screen & Camera,ESCALATE,Physical hardware damage or component failure requiring hands-on inspection or hardware repair.
1455396,@115858 fix this problem with typing I️ and sending these damn lines.... messing my work emails all up 🤯🤬🤯🤬,"[Customer]: @115858 fix this problem with typing I️ and sending these damn lines.... messing my work emails all up 🤯🤬🤯🤬
[AppleSupport]: We can definitely help to look into this together. Reach out to us in DM and we'll continue there. [URL]",Keyboard,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2015587,since the latest phone upgrade I randomly lose the time/date on my locked home screen and have to restart. What gives?,"[Customer]: since the latest phone upgrade I randomly lose the time/date on my locked home screen and have to restart. What gives?
[AppleSupport]: Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1458780,"Hey @AppleSupport, you really need to get this glitch with the “I️” figured out. Keeps sending a weird “A” with a question mark in a box...","[Customer]: Hey @AppleSupport, you really need to get this glitch with the “I️” figured out. Keeps sending a weird “A” with a question mark in a box...
[Customer]: Welp, as you can see...none of my I’s went through
[Customer]: @458602 @AppleSupport same...",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1906549,iPhone 7 Headphone connection is flawed. It constantly pauses what I am listening to if the chord gets moved very slightly.,"[Customer]: iPhone 7 Headphone connection is flawed. It constantly pauses what I am listening to if the chord gets moved very slightly.
[AppleSupport]: We want to be sure you can listen to your music without any interruption. We can help! DM us and we'll look into this further. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
975824,since updating to iOS 11.0.2 my iPhone 6 Plus won’t stop freezing and crashing. Please fix this issue. It’s unbearable! #ios11,"[Customer]: since updating to iOS 11.0.2 my iPhone 6 Plus won’t stop freezing and crashing. Please fix this issue. It’s unbearable! #ios11
[AppleSupport]: We want to get your iPhone working properly. Please send us a DM so we can assist. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1524123,Hey @AppleSupport! How to deactivate live mode in the camera? There’s nothing in settings on ios 11.1...,"[Customer]: Hey @AppleSupport! How to deactivate live mode in the camera? There’s nothing in settings on ios 11.1...
[AppleSupport]: This article should help with that: [URL]",Screen & Camera,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1036548,"Why do all folders on iCloud Drive appear in iOS, but only some appear on macOS? (Chunky Comic Reader, and Sketchbook) [URL]","[Customer]: Why do all folders on iCloud Drive appear in iOS, but only some appear on macOS? (Chunky Comic Reader, and Sketchbook) [URL]
[AppleSupport]: Ensuring your files are showing correctly on all devices, is important to us. Let us know if this helps: [URL]
[Customer]: @365203 @116333 runs a company full of LIARS!!! #AppleSucks",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
1773171,So much for @115858's iPhone 7 Plus being waterproof...dropped three droplets of water on it and now the keyboard isn't working. 😒 @AppleSupport,"[Customer]: So much for @115858's iPhone 7 Plus being waterproof...dropped three droplets of water on it and now the keyboard isn't working. 😒 @AppleSupport
[AppleSupport]: We'd like to look deeper into what's going on. DM us and we'll see what we can do to assist. [URL]",Keyboard,ESCALATE,Physical hardware damage or component failure requiring hands-on inspection or hardware repair.
1814499,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song & now it not being recognized,"[Customer]: @115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song & now it not being recognized
[AppleSupport]: Thanks for reaching out. Please send us a DM letting us know where you purchased the adapter and any steps taken so far. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1233616,@115858 fix ios11 cause my phone freezing since updating,"[Customer]: @115858 fix ios11 cause my phone freezing since updating
[AppleSupport]: We can help! Let us know via DM the type of iPhone that you have, then we can go from there. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1940919,Could anyone good at computers tell me why this iCloud Drive folder acts like this? Literally can’t open it 😫 running 10.13 17A405 [URL],"[Customer]: Could anyone good at computers tell me why this iCloud Drive folder acts like this? Literally can’t open it 😫 running 10.13 17A405 [URL]
[Customer]: please see above tweet in thread ☹️
[AppleSupport]: We want to help you. DM us, and let us know what's going on exactly. We'll do whatever we can to assist. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2825492,Why is my battery going down so fucking fast @115858 [URL],"[Customer]: Why is my battery going down so fucking fast @115858 [URL]
[AppleSupport]: There can be many factors which affect the performance of your iPhone battery. We're happy to look into this with you. To begin, DM us which device we're working with and the operating system version number it's running. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2019598,@115858 my brand new #iPhoneX has a nasty bleed through problem. For only 1k+ you can get 3/4 of an awesome screen! Genius here I come.,"[Customer]: @115858 my brand new #iPhoneX has a nasty bleed through problem. For only 1k+ you can get 3/4 of an awesome screen! Genius here I come.
[AppleSupport]: We'd definitely like to learn more about what's happening with your screen. DM us a few more details and we'll dive in. Thanks. [URL]",Screen & Camera,ESCALATE,Display hardware or touch digitizer failure requiring physical inspection or screen replacement.
2352175,Downloaded and paid for @118062 #repuatation - however it’s not playing in my @AppleSupport #applemusic #itunes,"[Customer]: Downloaded and paid for @118062 #repuatation - however it’s not playing in my @AppleSupport #applemusic #itunes
[AppleSupport]: We want to help. See if you can access and download the album from your purchased section. You can locate that using the following link: [URL]
[Customer]: that doesn't work. It shows in my phone, but does not give option to play or listen.",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1526937,Hello @AppleSupport why is this weird code/question mark happening in my messages and apps?,"[Customer]: Hello @AppleSupport why is this weird code/question mark happening in my messages and apps?
[Customer]: [URL]
[AppleSupport]: Let's help take a closer look. Please DM us the version of iOS you're using and we can go from there. [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1028442,"@115858 @116333 @AppleSupport What’re u guys doing 2 my iPhone?It’s overheating,battery draining to a point,beyond annoying.#FixMyiPhone","[Customer]: @115858 @116333 @AppleSupport What’re u guys doing 2 my iPhone?It’s overheating,battery draining to a point,beyond annoying.#FixMyiPhone
[AppleSupport]: We're going to do everything we can to help get this sorted. DM us the version of iOS you're using and we can go from there. [URL]
[Customer]: @363338 They aren’t doing anything they just want you to go buy a iPhone 8",Battery,ESCALATE,"Extreme battery degradation, thermal overheating, or private diagnostic telemetry required."
2364557,"For some reason I have to charge the remote on my 4K Apple TV like every week, or more often. This isn’t normal is it? @AppleSupport","[Customer]: For some reason I have to charge the remote on my 4K Apple TV like every week, or more often. This isn’t normal is it? @AppleSupport
[AppleSupport]: That doesn't sound normal and we'd like to get you over to our Apple TV support for further help with this issue. They'll be the best ones to help out and see why this is happening with your Apple TV: [URL]",Battery,ESCALATE,"Extreme battery degradation, thermal overheating, or private diagnostic telemetry required."
2549918,to update my FREE apps I have to have money on my account... why do you even need a card on file in the first place. Sketchy af @115858 🙄🙃😅😒🙄,"[Customer]: to update my FREE apps I have to have money on my account... why do you even need a card on file in the first place. Sketchy af @115858 🙄🙃😅😒🙄
[AppleSupport]: We can help. Let's try selecting 'None' as a payment method instead. For steps: [URL]
[Customer]: I would if that even existed",Apple ID,ESCALATE,"Involves sensitive financial transactions, billing disputes, or payment details requiring human account review."
2304018,WTF!! @115858 @AppleSupport @2531 this update is BULLSHIT my battery is fkn fried I literally unplug it and it drops to 70% FIX THIS SHIT! #iphone #iosfail #ios1111 #iphonefail,"[Customer]: WTF!! @115858 @AppleSupport @2531 this update is BULLSHIT my battery is fkn fried I literally unplug it and it drops to 70% FIX THIS SHIT! #iphone #iosfail #ios1111 #iphonefail
[AppleSupport]: We’re happy to look into issues with your battery draining more quickly than expected. Let’s start here by comparing your settings to these settings for maximizing battery performance: [URL]
[Customer]: I’ve already done all that! It’s messed up with your ios11 update and has been terrible since then and it’s gotten worse amongst many other glitches that you guys aren’t rectifying! Fix these problems and stop releasing updates or give me ios10 back!!",Battery,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2565755,"hi. I'm having problems because I changed of country, and my App Store doesn't let me download new local apps. Each time I change my account settings, the system asks me a new change to the other country.","[Customer]: hi. I'm having problems because I changed of country, and my App Store doesn't let me download new local apps. Each time I change my account settings, the system asks me a new change to the other country.
[AppleSupport]: Thanks for reaching out. We'd be happy to help. Just to clarify, ever time you try to download an app, it asks you to complete the country change again and again?
[Customer]: If i try to download French apps, the App Store asks me to change my account from Mex to France. But after the change, it demands me to change to Mx again, so I cannot continue the download.",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2004245,"plz help, “system” taking more than half of my phone’s storage [URL]","[Customer]: plz help, “system” taking more than half of my phone’s storage [URL]
[AppleSupport]: We're happy to help figure out what may be causing that to happen! Join us in DM with the iOS version currently installed. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1650175,Bruh @115858 fix our mf phones & get these question mark boxes outta here,"[Customer]: Bruh @115858 fix our mf phones & get these question mark boxes outta here
[AppleSupport]: Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1881571,my ipad's speaker damaged. Reason is unknown. Apple service centre refused to repair it. My favourite device....m really sad 😔 [URL],"[Customer]: my ipad's speaker damaged. Reason is unknown. Apple service centre refused to repair it. My favourite device....m really sad 😔 [URL]
[AppleSupport]: We want to make sure we check all your options. Send us a DM with which country you are located in to start. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
862762,experienced an error -21 06f when doing an internet recovery of my Mac. Now I have this screen. Please help. [URL],"[Customer]: experienced an error -21 06f when doing an internet recovery of my Mac. Now I have this screen. Please help. [URL]
[AppleSupport]: This is a network error. Any firewalls or proxy settings on the router? Is DHCP enabled? Learn how: [URL]
[Customer]: There are no firewalls and the router has no restrictions applied to it. Restarted the process and the error is yet to come up.",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1919561,My iPhone 6 keeps on dying! Is my battery dead or is my charger faulty??? @AppleSupport @115858,"[Customer]: My iPhone 6 keeps on dying! Is my battery dead or is my charger faulty??? @AppleSupport @115858
[AppleSupport]: That's not the experience we like to here with your iPhone. Send us a DM by clicking on the link below. We'll go from there. [URL]",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1133548,@115858 iOS 11.1 iPhone 6s weird spilt screen during calls. Any fix? [URL],"[Customer]: @115858 iOS 11.1 iPhone 6s weird spilt screen during calls. Any fix? [URL]
[AppleSupport]: We’d love to help find the best solution. To start, please send us a DM confirming if you’re using iOS Beta Software. [URL]",Screen & Camera,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2015797,"Dear @115858, fix the issue of typing a capital i and getting an A with a box, never will I️ type that [URL]","[Customer]: Dear @115858, fix the issue of typing a capital i and getting an A with a box, never will I️ type that [URL]
[AppleSupport]: Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help. [URL]",Keyboard,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
155955,I gave 4500 turkish liras and my phone is not at all I am not satisfied.İt is frozen @AppleSupport,"[Customer]: I gave 4500 turkish liras and my phone is not at all I am not satisfied.İt is frozen @AppleSupport
[AppleSupport]: This is not the experience we want you to have. We're here to assist. Please take a look at the following article with steps to try when your phone is frozen: [URL]
[Customer]: i try every way but it does not work. for the first time i encounter such a thing.",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
465503,"Hey @115858, my iMessages are not sending? :/ Little help?","[Customer]: Hey @115858, my iMessages are not sending? :/ Little help?
[AppleSupport]: We'd like to take a look at this with you. Let's continue in DM. [URL]
[Customer]: Thx! Sent you a DM",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
362077,@115858 iOS 11 renders all voice memo files too soft to hear even at full volume. Crap!!!,"[Customer]: @115858 iOS 11 renders all voice memo files too soft to hear even at full volume. Crap!!!
[AppleSupport]: Hello, we'd like to look into this. Do you have the volume issue with other apps aside from Voice Memos?
[Customer]: Immediately checked YouTube, Spotify, iTunes. All worked fine.",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
2890790,- New MacBook crashes like crazy when using chrome. Total freeze and have to do manual reboot. Others seem to have same issue. Help! Brand new one!,"[Customer]: - New MacBook crashes like crazy when using chrome. Total freeze and have to do manual reboot. Others seem to have same issue. Help! Brand new one!
[AppleSupport]: Thanks for reaching out! We never like to hear that you’re having issues with your new MacBook. Does the Mac freeze when you’re using other applications besides Chrome? Which version of macOS are you running? This will explain how to check: [URL]
[Customer]: To date, it's just been Chrome. Maybe a few times with Microsoft office suite (but usually those crash just the app, not the whole computer). Using OSSierra 10.12.6. The @9242 people had me clear cookies etc but that didn't work.",Phone Performance,AUTO-HANDLE,"General performance lag addressable with standard restart, cache clearing, and storage checks."
2800562,"just got this phone two months ago and first the lock button stopped working, and now the home button!! Wtf never even dropped it @115858","[Customer]: just got this phone two months ago and first the lock button stopped working, and now the home button!! Wtf never even dropped it @115858
[AppleSupport]: That’s never what we want to hear. Let’s work together to get this fixed. To start, can you tell us which iPhone you have?
[Customer]: iPhone 7 Plus",Screen & Camera,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
643900,"Assistive touch, background refresh are all off, low power mode is on. Battery still drains like crazy. Please fix next update","[Customer]: Assistive touch, background refresh are all off, low power mode is on. Battery still drains like crazy. Please fix next update
[AppleSupport]: Let's check a few things together. Please tap here to continue in a DM: [URL]",Battery,AUTO-HANDLE,Informational inquiry on battery health settings and standard power-saving configuration.
1215570,since updating my iPhone to IOS 11.03 anytime I mirror to Apple TV it times out after 5 mins?? Help #airplay,"[Customer]: since updating my iPhone to IOS 11.03 anytime I mirror to Apple TV it times out after 5 mins?? Help #airplay
[AppleSupport]: We've got your back. Reach out to our Apple TV team for support here: [URL]",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2001720,"I'm sure things are hectic w/ the iPhone X launch, but @115858 really needs to do something about this predictive texting issue!","[Customer]: I'm sure things are hectic w/ the iPhone X launch, but @115858 really needs to do something about this predictive texting issue!
[AppleSupport]: Thanks for reaching out. So we can help, DM us the device you're using, the iOS version and some details about your experience. [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
2070199,"Since I updated too IOS11 all my phone does is freeze, crash or shut down help..... @AppleSupport 😩😩","[Customer]: Since I updated too IOS11 all my phone does is freeze, crash or shut down help..... @AppleSupport 😩😩
[AppleSupport]: We want you to be happy with your phone. We're here to help. Let's get together in DM to get you a resolution. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
546702,"any way to not see my name whenever i open settings? like i know my own name lmao but now i cant open settings in public, i dont want ppl seeing my full name. i have to log in and out of itunes like 7 times a day now bc of this pls help","[Customer]: any way to not see my name whenever i open settings? like i know my own name lmao but now i cant open settings in public, i dont want ppl seeing my full name. i have to log in and out of itunes like 7 times a day now bc of this pls help
[AppleSupport]: Hi. We're happy to help. You can edit your name under Settings > [your name] > Name, Phone Numbers, Email.
[Customer]: changed my name to just my initials but on the main settings page it’s still showing my old full name, and like i don’t even want to edit it i just want to not see it at all, there’s no way to do that?",Other,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2025902,"Last but not least - @115858, what is going on with this autocorrect? Confused with iOS11, to say the least. [URL]","[Customer]: Last but not least - @115858, what is going on with this autocorrect? Confused with iOS11, to say the least. [URL]
[Customer]: @115858 @AppleSupport
[AppleSupport]: Hey there! Thanks for reaching out to us. Let's go into DM so we can address all of your concerns. Click here to get started: [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1684503,ii tried to turn my auto correct off but ii suck at texting without it 😫😫😫 @115858 fix this SHIT!!!!,"[Customer]: ii tried to turn my auto correct off but ii suck at texting without it 😫😫😫 @115858 fix this SHIT!!!!
[AppleSupport]: Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]",Keyboard,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
332471,I am trying to purchase something on the app store but i kept receiving notifications saying my purchase is declined ?,"[Customer]: I am trying to purchase something on the app store but i kept receiving notifications saying my purchase is declined ?
[AppleSupport]: We can help. Take a look at the steps found here and let us know if that helps: [URL]
[Customer]: this appears when i already edit and confirm my informations [URL]",Apple ID,ESCALATE,"Involves sensitive financial transactions, billing disputes, or payment details requiring human account review."
2918926,Is game center down? It's not recognizing my login!,"[Customer]: Is game center down? It's not recognizing my login!
[AppleSupport]: We've got your back. Can you tell us the message you are seeing when trying to use Game Center or what's happening? Which device are you using?
[Customer]: @807894 [URL]",Apple ID,ESCALATE,Apple ID credential and account management involves private authentication requiring human/secure handling.
1742576,@115858 what’s up with this A ? When I️ type I️? It’s annoying please fix,"[Customer]: @115858 what’s up with this A ? When I️ type I️? It’s annoying please fix
[AppleSupport]: Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL]",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
2813871,MY APPS KEEP CRASHING AND IM NOT GETTIG NOTIFACATIONS STOP MAKING UPDATES THAT ONLY WORK FOR THE NEWEST PHONES,"[Customer]: MY APPS KEEP CRASHING AND IM NOT GETTIG NOTIFACATIONS STOP MAKING UPDATES THAT ONLY WORK FOR THE NEWEST PHONES
[AppleSupport]: We'd love to work through the issues you're experiencing with your iPhone. Are these issues occurring with multiple apps or just specific ones? Also, which specific version of iOS is currently installed? Let us know both answers via DM. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
8568,@115858 wtf y’all got going on with my emojis 😐 I’m seeing boxes and shit,"[Customer]: @115858 wtf y’all got going on with my emojis 😐 I’m seeing boxes and shit
[AppleSupport]: Hey there. 70 new Emoji have been released with iOS 11.1. Update to that and let us know how it goes.
[Customer]: Let me enjoy the 11 first mfs",Keyboard,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2304938,why when there’s 5gb storage available and a kids game is 1.2gb. Does it keep telling me there’s not enough storage to download?!,"[Customer]: why when there’s 5gb storage available and a kids game is 1.2gb. Does it keep telling me there’s not enough storage to download?!
[AppleSupport]: We want to make sure we're providing you with the best solutions. Could you confirm what type of device you're using, along with the current OS version?",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
2295261,I haven’t had access to my iCloud email account in 2 weeks!! Help!! I already had 2 Apple Chat sessions 😭😭😭,"[Customer]: I haven’t had access to my iCloud email account in 2 weeks!! Help!! I already had 2 Apple Chat sessions 😭😭😭
[AppleSupport]: Let's get you in contact with our Account Security team here: [URL] [URL]",Apple ID,ESCALATE,Apple ID credential and account management involves private authentication requiring human/secure handling.
1289773,tried to download plotagraph via apple store app for free but didn’t succeed. Now I can’t download it anymore. What to do?,"[Customer]: tried to download plotagraph via apple store app for free but didn’t succeed. Now I can’t download it anymore. What to do?
[AppleSupport]: Thanks for reaching out! So we can look closer into this, can you let us know which device and software version you're using?
[Customer]: Iphone 8 plus 256gb & iOS 11.0.3",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
489648,So in order to get Mr. Robot on my Apple TV I had to search for Mr. Robot in the itunes store on my MB - purchase the episodes and now hopefully the Apple TV updates. I shouldn't have to be Mr. Robot to watch Mr. Robot. @115858,"[Customer]: So in order to get Mr. Robot on my Apple TV I had to search for Mr. Robot in the itunes store on my MB - purchase the episodes and now hopefully the Apple TV updates. I shouldn't have to be Mr. Robot to watch Mr. Robot. @115858
[Customer]: @115858 Finally got it working; had to airplay itunes from the mb to my apple tv. Checked again this morning and the apple tv still can't load anything I purchased. Such quality.
[AppleSupport]: That's not the experience we want you to have. For help with your Apple TV, reach out to us here: [URL]",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
